path,corrupted,width,height,mode,aspect_ratio,file_hash,error
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010064.jpg,False,1024,768,RGB,1.333,f1b37b32a9fdd34ab40695f37707b959,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000268.jpg,False,1024,768,RGB,1.333,b5552562ab0ced208b2539b8d34e41e3,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014818.jpg,False,6641,4401,RGB,1.509,71cdb064139b72e1e076e8f03cbdccf6,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0008406.jpg,False,4288,2848,RGB,1.506,fc73f9b251d48d60cc95d26c76e27331,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010598.jpg,False,1024,768,RGB,1.333,6c15234ef3edb25af215a80d9e33e34b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014299.jpg,False,4288,2848,RGB,1.506,8f8f6da5cba41a91a3178d9e1c633c57,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000418.jpg,False,3072,2304,RGB,1.333,42842c0864d6a21e1d5963848ec4c8fe,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015211.jpg,False,6622,4401,RGB,1.505,8d127a832c404509cfb1333c8943f21a,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015109.jpg,False,6661,4441,RGB,1.5,f7232fa7ec032320bbcf0054e11bbac7,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013600.jpg,False,3872,2592,RGB,1.494,e35783c78a20542d344f0e8f774796bd,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015173.jpg,False,6648,4459,RGB,1.491,546641db9683ba997348e1de5284dea3,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015544.jpg,False,6621,4440,RGB,1.491,ae45dd70ddc031651555db5c8377afee,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014919.jpg,False,6708,4459,RGB,1.504,1417702c3406bcffc470cf2347296650,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012855.jpg,False,3008,2000,RGB,1.504,843b4c2dfc6f9b2a991839b6121a30b6,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010380.jpg,False,1024,768,RGB,1.333,5958446b7b17299fd9a040fab0e6341b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014745.jpg,False,6688,4439,RGB,1.507,df629dfe19765dbe7568e98b9631187e,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013656.jpg,False,3872,2592,RGB,1.494,e82d30b750cf4392b214289b21d7b85a,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010207.jpg,False,1024,768,RGB,1.333,a49661a08a12797d330ab9dbf6d68676,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011128.jpg,False,1024,768,RGB,1.333,7b6d809f509983625989920d79511930,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014643.jpg,False,2592,1936,RGB,1.339,f65c85a884a2de539972a1cf32779b44,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014559.jpg,False,4288,2848,RGB,1.506,402890bcc35433edbb3583e5033f5b41,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015330.jpg,False,6688,4439,RGB,1.507,04df138760e4832e8dc7dc8e867b853b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015115.jpg,False,6681,4422,RGB,1.511,372ff831447bdd800ae7cfa2919bc31e,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013473.jpg,False,4288,2848,RGB,1.506,5b221e176d89c433dde6515700295a82,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012526.jpg,False,4288,2848,RGB,1.506,ef34728a0926f84432fcca8ae5840fea,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013087.jpg,False,3008,2000,RGB,1.504,80246bc9b9782ae82edf589e47c52c69,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011373.jpg,False,1024,768,RGB,1.333,94c3dd9309b0b4f132aabbfe9476dc33,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000136.jpg,False,2048,1536,RGB,1.333,0f18d385fd7370ea40d7648e3dcbccec,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014158.jpg,False,4288,2848,RGB,1.506,d3206878646e121c84fcd52db2d86538,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009873.jpg,False,1024,768,RGB,1.333,045632447fc0b3c371511a4d1d41efda,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000499.jpg,False,919,802,RGB,1.146,221af1b119e08a3533f47b94b203fa67,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010102.jpg,False,1024,768,RGB,1.333,098c09f041c3abdfc3843e25737561b1,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013972.jpg,False,4288,2848,RGB,1.506,21c5a8ed7403a0357aa4c424c1e2f56d,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013428.jpg,False,4288,2848,RGB,1.506,4f57efc93ec9ec9f938314066852daa3,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0001296.jpg,False,3024,2016,RGB,1.5,b7e8c3a0fbb59a832070d465a05ef7da,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013511.jpg,False,3008,2000,RGB,1.504,5c9aaec5a5422bb30725f67907f846c2,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000407.jpg,False,3072,2304,RGB,1.333,a6f566a2482e09360ee738af3ae70e33,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013983.jpg,False,3008,2000,RGB,1.504,65f092a5dac4ddc23814ec748b331009,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000348.jpg,False,767,576,RGB,1.332,1038219cefdf3961b8e0282fe61c5496,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011092.jpg,False,1024,768,RGB,1.333,a499fe7cc23394e6aa9e408ecd5aa941,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013238.jpg,False,3872,2592,RGB,1.494,e320d1fbd3a162166e043ac9e308f683,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009950.jpg,False,1024,768,RGB,1.333,1e40cd56cefcb6e1b8998ee7bdf6813a,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013636.jpg,False,4288,2848,RGB,1.506,db5ba3cddc24548597bbbef47f9069ef,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012342.jpg,False,4288,2848,RGB,1.506,0e0a40c4cc17671fbe84c8c38c60955b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000244.jpg,False,1024,768,RGB,1.333,2162c7e126f56a5ed7d0a86fcdb5bf30,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012676.jpg,False,3008,2000,RGB,1.504,d6dd79b7af0fc54a7171cb502d1ac7c8,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014457.jpg,False,4288,2848,RGB,1.506,9e9eb05733a2a9f9f9089075b3cce043,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011225.jpg,False,1024,768,RGB,1.333,0c081710794b4b2a3ca03b86c518f4ab,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000093.jpg,False,2048,1536,RGB,1.333,a0e3cd835ebc7ef79f8fb77153e62f5e,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013417.jpg,False,4288,2848,RGB,1.506,cba60e6790e4d96b42bf71c9b3e43c19,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000307.jpg,False,767,576,RGB,1.332,c4d354ecf5d348cc2011f9291a7820d8,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014185.jpg,False,4288,2848,RGB,1.506,cadc44d2550eb990e0a37def441aee55,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000338.jpg,False,767,576,RGB,1.332,bcb5e2f901d3ede2a9c6f1191b9e4b09,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010457.jpg,False,1024,768,RGB,1.333,c825677ea0b55a8c161c4237e8bbd6ee,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009938.jpg,False,1024,768,RGB,1.333,62c4cfdd331657bc71825728f8f9facb,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000510.jpg,False,919,802,RGB,1.146,d8a677f5064512e46b26e47db68242da,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0001134.jpg,False,3072,2304,RGB,1.333,32e9f6030d1609ad73a935a2f0e815fd,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015133.jpg,False,6621,4420,RGB,1.498,6318fa07626ecd64bd295360c7f67088,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0016016.jpg,False,4288,2848,RGB,1.506,cb26fd823035a56c2faa28047b4529e3,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015974.jpg,False,1028,753,RGB,1.365,4326ba22004a7eafba13e52d0c0af4b9,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012768.jpg,False,3008,2000,RGB,1.504,9133f88ec27f152774adf5d86d1f40fd,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010362.jpg,False,1024,768,RGB,1.333,8429bd636661d19097669edd37b6361c,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0016063.jpg,False,4288,2848,RGB,1.506,a16ce4b37dd28884c50b55461a223c8f,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011130.jpg,False,1024,768,RGB,1.333,b9c6c559dd4a2f793a40e66b8d7efcda,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000323.jpg,False,767,576,RGB,1.332,80674da19efc13ec03b0c1e23f286be8,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015996.jpg,False,3008,2000,RGB,1.504,3418ad41fd069109340e2c625c0d253f,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010081.jpg,False,1024,768,RGB,1.333,bce83428fa850c7d2cdea2d1933dcae8,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012950.jpg,False,3872,2592,RGB,1.494,62f3ab2ee017e3574b142074851b342b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011223.jpg,False,1024,768,RGB,1.333,488d50598f9991b6464e1b584d52c796,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000021.jpg,False,1504,1129,RGB,1.332,5e609dcabbd409793f2c3aa81090c692,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014114.jpg,False,4288,2848,RGB,1.506,ef3da7ed60be1c79dbb5fdc5ba82b77f,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013109.jpg,False,3008,2000,RGB,1.504,bdf75a07e4d6f28e7c9ac36e442e405f,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012701.jpg,False,3008,2000,RGB,1.504,1e498c30efc138f79f34bde2dda8a538,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015130.jpg,False,6661,4401,RGB,1.514,8d2c9384a48937b0758839b6baf8e2f4,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013975.jpg,False,3008,2000,RGB,1.504,a9a55c541cf11038feea9fa0c8acc71e,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010058.jpg,False,1024,768,RGB,1.333,09fd8a80339b3cca3b232491d300382b,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010247.jpg,False,1024,768,RGB,1.333,13950361a480b42082e17087795edc03,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0016058.jpg,False,4288,2848,RGB,1.506,1dbfb96bb3eb21bbc1964617dd434f60,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013334.jpg,False,4288,2848,RGB,1.506,b058242a29b256861433ddda8ef8bd85,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014189.jpg,False,4288,2848,RGB,1.506,eb28108e3eec96ec1e99825a5d6eb9b6,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015972.jpg,False,3872,2592,RGB,1.494,c6b39bc8b542228a51b39ccd2358c77c,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013026.jpg,False,3872,2592,RGB,1.494,92ae6faf5c9c7988b25c44ebf2d5e4c6,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000243.jpg,False,576,768,RGB,0.75,8ae4baf725fff9b01bee1a5d47734e41,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0008116.jpg,False,3024,2016,RGB,1.5,8175f1622959ace1b020c9bda4ac7a25,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009953.jpg,False,1024,768,RGB,1.333,0f08980ee5fa0f0928f255dd699c8188,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015991.jpg,False,3008,2000,RGB,1.504,19dad74fe7a515c25b7fc695bb5b6976,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000352.jpg,False,767,576,RGB,1.332,792e6314a280295ca768bb05034dc299,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014013.jpg,False,3008,2000,RGB,1.504,2e6d303eae5dc412660e05e0334da9ed,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010213.jpg,False,1024,768,RGB,1.333,f2127137a1a0b9d676bd568e78aecf2f,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010105.jpg,False,1024,768,RGB,1.333,da0ee38363a09b40dc19025356355ea7,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009921.jpg,False,1024,768,RGB,1.333,05b1ea4eae587db13ce35cf3022211f1,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000409.jpg,False,2601,1909,RGB,1.362,ac4e6fbef4caf4f4ab6b86f8e2448432,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010858.jpg,False,1024,768,RGB,1.333,0c0e448e3190987653714a7e7a23dc40,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010357.jpg,False,1024,768,RGB,1.333,3e6d6dcd863b88fe286511eb708b589e,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013615.jpg,False,4288,2848,RGB,1.506,250ff4c1d564df50d26fde02b2592dda,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009977.jpg,False,1024,768,RGB,1.333,2c9ac93dbfe1d8db0fb73002f5fd947c,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012823.jpg,False,3872,2592,RGB,1.494,1c713c127821eb94b0b2ed70cdb11ead,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013319.jpg,False,4288,2848,RGB,1.506,0f2e6469cb7d851146f99ddd0f9196e7,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009884.jpg,False,1024,768,RGB,1.333,f9599564134048384be7b4e9670b51e8,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0011345.jpg,False,1024,768,RGB,1.333,8f875293b57c6e7936405fc8794d5371,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0009920.jpg,False,1024,768,RGB,1.333,712122e9df18ce5abd711f647314aba3,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012149.jpg,False,3008,2000,RGB,1.504,8e0426cceba372224131a2a1419d9139,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000213.jpg,False,718,542,RGB,1.325,58be5036d892504fa7390f6b137cc788,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000193.jpg,False,1057,704,RGB,1.501,6c112f87ce3f64a7efdb6f44f9bb78cc,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0015212.jpg,False,6640,4420,RGB,1.502,1342071fd716d86fb602cbae01ff0d94,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0012940.jpg,False,3872,2592,RGB,1.494,d66684573be5d563d0b3db93c0afa76a,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013213.jpg,False,3008,2000,RGB,1.504,17bdbb383b31647a5f0133f7105cb70c,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014572.jpg,False,2592,1936,RGB,1.339,55a0ccef253cdadd75ee4fb902fbae41,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0014366.jpg,False,4288,2848,RGB,1.506,75b98ecec28ad095d364b037e5deffdc,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000141.jpg,False,2048,1536,RGB,1.333,c5aba8786b3d16c228c8fcfa64204277,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0000397.jpg,False,3072,2304,RGB,1.333,4afa3186d0ae3b66b2988703f7e50645,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0013918.jpg,False,3008,2000,RGB,1.504,7b36bd0c03f0dac1a85b7583f098a0b4,
/kaggle/input/datasets/tschandl/isic2018-challenge-task1-data-segmentation/ISIC2018_Task1-2_Training_Input/ISIC_0010029.jpg,False,1024,768,RGB,1.333,f60164b3bcc37b4d3b8f8529341c4f7d,
